month,year,fuente,sentimiento,response,empresa,texto
6,2021,noticia,negativo,0,.,"El Servicio Nacional del Consumidor (Sernac) informó este viernes que envió un oficio de advertencia a la industria de los supermercados del país, para conocer en detalle sus políticas de seguridad.

Ello, puntualizó el Servicio, “tras tomar conocimiento de algunos casos donde los guardias habrían vulnerado la dignidad de los consumidores”.

Durante el año 2020 se recibieron 800 reclamos relacionados con maltratos de guardias de seguridad, mientras que este año ya suman cerca de 340 casos.

“El objetivo del oficio es recalcar a las cadenas de supermercados los derechos que tienen los consumidores y los límites de las políticas de seguridad que pueden emplear las empresas”, comentó el Sernac.

El director del Sernac enfatizó que “si bien es legítimo que las empresas cuiden su negocio, en ningún caso pueden tomar medidas que vulneren los derechos y la dignidad de los consumidores. Las políticas de seguridad de las empresas deben asegurar un trato digno, adecuado y respetuoso para los consumidores”."
6,2021,noticia,positivo,1,.,"La Cámara Nacional de Comercio (CNC) informó este martes que en el mes de mayo las ventas presenciales minoristas de la región Metropolitana marcaron un alza de 71,6%.

Eso sí, el gremio aclaró que ese aumento se amparó en una baja base comparación, ya que el año pasado en ese mes el comercio estuvo cerrado y sólo los supermercados podían abrir.

“En términos de locales equivalente el alza en mayo fue de 78,8% real”, comentó la CNC.

Al respecto la gerente de Estudios de la CNC, Bernardita Silva, señaló que al efecto de baja base de comparación que se apreció en las alzas anuales, se sumó que durante mayo de este año la RM pasó a Fase 2, tras estar prácticamente todo abril en Fase 1, pudiendo abrir el comercio no esencial sus puertas de lunes a viernes y evidenciándose un alto flujo de consumidores.

“El aumento del consumo se vio además fuertemente potenciado por la mayor liquidez de las familias producto del tercer retiro de los fondos de pensiones aprobado a fines de abril, más el incremento de ayudas fiscales”, precisó.

Dado estos resultados, las ventas presenciales acumularon entre enero y mayo un crecimiento de 15,6% real anual y en términos de locales equivalentes se acumuló en los cinco meses un incremento de 8,4% real."
6,2021,noticia,negativo,0,.,"Ubicado en Plaza Ñuñoa y tras más de 40 años de historia, el restaurante “Las Lanzas” pasa por su peor momento. Antes de la pandemia provocada por la COVID-19 y el denominado estallido social, el local comercial facturaba un total de $70 millones mensuales, lo que está muy lejos de la actual cifra con tan solo un millón de pesos.

En conversación con Podría Ser Peor de Radio Bío Bío, el dueño del restaurante, Manuel Vidal, explicó la difícil situación actual del emblemático establecimiento capitalino.

“El restaurante está como empresa quebrada desde el año pasado, y el sustento del negocio ha sido liquidando personal. La ayuda prometida por el Gobierno nunca existió y nunca se vio, no se dieron las facilidades para poder trabajar de manera sustentable”, lamentó.

Además Vidal expresó que, “los costos de mantener un buque grande como este, con una venta que es de despacho, no alcanza a cubrir nada…. Es quiebra”.

También el dueño del local comercial precisó que el FOGAPE (Fondo de Garantía para Pequeños y Medianos Empresarios) no lo ayudó. “Con la pistola al pecho, tuvimos que tomar ese monto FOGAPE que fueron $4 millones se fue en un día (…) La ayuda real del Estado se resume en lo que estaba dispuesto en poner el banco”, señaló.

“Esto fue entregarle la administración de un jardín infantil a una persona que no tiene niños, eso fue (…) Yo estoy vendiendo la propiedad que era herencia de mis padres, es feo decirlo, pero por suerte ya no están vivos, sería una espada que le atravesaría el corazón. Con eso puedo solventar el funcionamiento de Las Lanzas”, explicó.

“En esta situación estamos muchas pymes a nivel nacional, en todo Chile. De los cafés que funcionan de Rancagua hacia el sur ¿de qué terraza estamos hablando? (…) Hay falta de relación entre la realidad y las medidas que se quieren tomar“, soslayó.

Esta jornada, Ñuñoa pasó a fase 2 de Transición del plan Paso a Paso por lo que los locales con terraza pueden operar, ante esto Vidal concluyó que “hoy día tenemos la terraza abierta, la gente respondió, vino a vernos y nos da alegría y esperanza“.

En ese contexto clientes, vecinos y trabajadores del local se reunieron en apoyo a su funcionamiento durante la tarde de este martes en la comuna."
6,2021,noticia,negativo,0,.,"La plaza financiera argentina arrastró importantes quebrantos el viernes como respuesta a la decisión del mayor proveedor de índices del mundo, MSCI, de reclasificar al país como mercado 'standalone' (independiente) ante la prolongada aplicación de controles de capital. Los operadores preveían una caída a mercado 'frontera', desde 'emergente', pero la sorpresa se generó con el nuevo nivel de retroceso que ubica a la nación sudamericana en línea con activos de Jamaica, Trinidad y Tobago, Zimbabwe, Líbano o Palestina, entre otros. Noticia relacionada Duro golpe a los activos financieros de Argentina tras perder la categoría de emergente por el MSCI Duro golpe a los activos financieros de Argentina tras perder la categoría de emergente por el MSCI ""Desde septiembre de 2019, los inversionistas institucionales internacionales han estado sujetos a la imposición de controles de capital en el mercado de valores de Argentina"", dijo Craig Feldman, Director Global de Index Management Research y miembro del Comité de Políticas del Índice MSCI, para justificar la medida en momentos de una economía local golpeada por la dureza de la pandemia de coronavirus. Los índices pueden canalizar miles de millones de dólares de los fondos de seguimiento sobre las economías en desarrollo. Los cambios en las acciones y los bonos que componen los índices pueden cambiar a dónde van esos fondos y en qué cantidad. En este sentido, Argentina queda relegada para apuntalar su vulnerado mercado de capitales. ""Con la nueva recalificación, que no estaba contemplada por el mercado, se logra un reacomodamiento de precios, que esperemos sea rápido ya que simplemente es un movimiento de flujo de fondos y no de valuación de empresas en sí"", dijo a Reuters Ramiro Marra, director de Bull Market Group. Sostuvo que ""en el corto plazo hay movimientos articulados en base al dinero de los fondos de inversión, por lo que esperemos termine rápido este reacomodamiento para empezar a buscar ‘drivers’ (conductores) que hagan recomponer la situación de retraso que tienen los activos argentinos"". La reclasificación ya había sido advertida por MSCI tanto en 2019 como en 2020 debido a los controles de capitales vigentes en el país, aunque en ambas oportunidades la decisión había sido mantener a Argentina como mercado 'emergente'. La noticia se conoció en la misma semana que el Gobierno anunció un entendimiento con el Club de París para reprogramar un nuevo acuerdo de vencimiento de deuda para marzo de 2022 y ante un ligero avance en el diálogo con el FMI para reestructurar 45.000 millones de dólares desembolsados desde 2018 con la administración del expresidente Mauricio Macri. El índice accionario líder S&P Merval de la bolsa de Buenos Aires perdió un 2,69%, a 65.133,47 puntos como cierre provisorio, tras alcanzar un pérdida intradiaria máxima del 5,74% al inicio de la rueda y marcar en la primer parte del mes un nivel máximo histórico de 69.688,41 unidades. Entre las bajas de mayor envergadura se destacaban las acciones de la petrolera estatal YPF, con un 4,64%, al ritmo del fuerte derrumbe de los ADRs en Nueva York. La particularidad de la sesión es que todos los rubros más importantes quedaron negativos. Las acciones de empresas del país quedan fuera de los índices elaborados por MSCI y por lo tanto los fondos internacionales que replican estos índices no pueden mantener posición en estos activos. La consultora Portfolio Personal Inversiones explicó que ""esta noticia no quita que el mercado local pueda recuperarse en el mediano plazo. Mas allá del movimiento que podamos ver estos días con el ruido de la noticia, la tendencia del mercado se guiará por las elecciones (de medio término en noviembre), las negociaciones con el FMI y Club de París, y el plan económico para los próximos años""."
6,2021,noticia,negativo,0,.,"El hundimiento del turismo internacional a causa de la pandemia del covid-19 podría provocar una pérdida de más de 4 billones de dólares a la economía mundial en los años 2020 y 2021, según un informe de la Conferencia de Naciones Unidas sobre el Comercio y el Desarrollo (UNCTAD) publicado el miércoles. ""A nivel mundial, el golpe que supuso el covid-19 para el turismo internacional conllevó una pérdida del PIB de más de 4 billones de dólares solamente en los años 2020 y 2021"", estima el informe de la UNCTAD, presentado conjuntamente con la Organización Mundial de Turismo (OMT). Noticias relacionadas Organización Mundial del Trabajo teme que la crisis siga impactando a millones de empleos hasta 2023 Organización Mundial del Trabajo teme que la crisis siga impactando a millones de empleos hasta 2023 Estudio señala que turismo podría recuperar niveles previos a la pandemia recién en 2024 Estudio señala que turismo podría recuperar niveles previos a la pandemia recién en 2024 El turismo internacional y los sectores que dependen de él sufrieron una pérdida estimada de 2,4 billones de dólares en 2020 a causa del impacto directo e indirecto del fuerte descenso de las llegadas de turistas internacionales. Una pérdida similar podría producirse este año, advierte el informe, que precisa que la recuperación del turismo dependerá en gran parte de la distribución masiva de vacunas contra el covid-19 a escala mundial. ""El mundo necesita un esfuerzo global en favor de la vacunación que permitirá proteger a los trabajadores, atenuar los daños sociales y tomar decisiones estratégicas respecto al turismo"", declaró Isabelle Durant, secretaria general temporal de la UNCTAD. Los porcentajes de vacunación son muy desiguales, con menos de un 1% de población inoculada en algunos países, y más del 60% en otros. Las pérdidas turísticas son más importantes en los países en vías de desarrollo. De los tres escenarios contemplados para 2021, el más optimista en cuanto a la reducción de las llegadas de turistas sitúa esta cifra en un 63% de media. Según la OMT, los expertos del sector no creen que se vaya a recuperar el flujo habitual de turistas antes de 2023, ""o incluso más tarde"", ya que los principales obstáculos son las restricciones de viajes, la lentitud para frenar el virus, la escasa confianza de los viajeros y un clima económico desfavorable. Entre 100 y 120 millones de empleos amenazados Además de las restricciones y cierres impuestos por los gobiernos, los consumidores han optado por limitar sus viajes. El número de llegadas de turistas internacionales disminuyó en un 74% en 2021 respecto a 2019 y el inicio de 2021 fue más sombrío si cabe para la mayoría de destinos, con un descenso mundial del 88% de media respecto al periodo prepandémico. Las regiones más afectadas son Asia, especialmente el nordeste y el sur, Oceanía y el norte de África. Los menos afectados son Norteamérica, Europa occidental y el Caribe. ""Actualmente el turismo internacional se parece al de hace 30 años. Es como si estuviéramos en los años 1980 en términos de flujo"", describió Zoritsa Urosevic, de la OMT. ""Los trabajadores no cualificados que se quedaron sin empleo a causa de la caída de turistas no hallarán probablemente empleo en ninguna otra parte"", alerta el informe. La OMT estima que entre 100 y 120 millones de empleos directos relacionados con el turismo están amenazados."
7,2021,noticia,positivo,1,.,"Dada una muy baja base de comparación, la economía chilena se expandió 18,1% en mayo de 2021, anotando un crecimiento histórico, el mayor desde que comenzó a medirse el Indicador Mensual de Actividad Económica (Imacec) en 1986. Así lo informó esta mañana el Banco Central, un dato que, en todo caso, se encuentra dentro del rango de expectativas del mercado para un mes que apuntó un día hábil más que en mayo de 2020. Noticias relacionadas Mercado espera que Imacec de mayo muestre una expansión de hasta 20% ante ""sorpresiva"" alza del comercio Mercado espera que Imacec de mayo muestre una expansión de hasta 20% ante ""sorpresiva"" alza del comercio Producción industrial crece menos de lo esperado en mayo, pero actividad del comercio se expande 47,6% Producción industrial crece menos de lo esperado en mayo, pero actividad del comercio se expande 47,6% Asimismo, en mayo del año pasado la actividad dio cuenta no solo de su peor desempeño en el contexto de la pandemia, sino que de la historia, al hundirse 15,7%. En términos desestacionalizados, el Imacec registró un alza de 2,6% en comparación a abril y un avance de 17,3% en doce meses. ""Este resultado se explicó, en parte, por la menor base de comparación de mayo del año anterior y por una mayor adaptación de los hogares y empresas a la emergencia sanitaria asociada al covid-19"". Banco Central Según reportó el instituto emisor, todos los componentes del Imacec crecieron respecto al mismo periodo del año anterior, destacando las contribuciones de las actividades de servicios y el comercio. ""Este resultado se explicó, en parte, por la menor base de comparación de mayo del año anterior y por una mayor adaptación de los hogares y empresas a la emergencia sanitaria asociada al covid-19"", señaló el el Banco Central, agregando que el aumento del Imacec desestacionalizado fue explicado principalmente por el desempeño del comercio."
7,2021,noticia,negativo,0,.,"El ministro de Hacienda, Rodrigo Cerda, celebró el dato de crecimiento de la economía chilena en mayo, cuyo registro fue de 18,1%, según informó esta mañana el Banco Central. Se trata del mayor expansión mensual económica desde que se mide el Índice Mensual de Actividad Económica (Imacec), desde 1986. Noticia relacionada Imacec: Economía chilena registra un histórico crecimiento de 18,1% en mayo Imacec: Economía chilena registra un histórico crecimiento de 18,1% en mayo 208 ""Parte de esto está explicado efectivamente por las bajas tasas de comparación del año pasado, pero también esto está explicado porque nuestra economía paulitunamente se está poniendo de pie"", indicó el secretario de Estado. El titular de la billetera fiscal dijo que ""estas son muy buenas noticias, porque que la economía se ponga de pie, también significa que seguramente en los próximos meses vamos a seguir viendo actividad económica nuevamente creciendo, pero además esperamos ver crecimiento de empleo y salarios"". De acuerdo a las estimaciones del ministro de Hacienda, ""de alguna forma, esta mayor adaptación de la economía a lo que ha sido la pandemia, nos va a permitir ir creando nuevos empleos y creando mejores perspectivas hacia adelante para todos los chilenos"", comentó. Según reportó el instituto emisor, todos los componentes del Imacec crecieron respecto al mismo periodo del año anterior, destacando las contribuciones de las actividades de servicios y el comercio. ""Este resultado se explicó, en parte, por la menor base de comparación de mayo del año anterior y por una mayor adaptación de los hogares y empresas a la emergencia sanitaria asociada al covid-19"", señaló el Banco Central, agregando que el aumento del Imacec desestacionalizado fue explicado principalmente por el desempeño del comercio."
7,2021,noticia,negativo,0,.,"Hemos recuperado el nivel de actividad previo a la pandemia"". Así lo aseguró este jueves el presidente del Banco Central, Mario Marcel, luego de que la entidad diera a conocer el Indicador Mensual de Actividad Económica (Imace) correspondiente a mayo, dando cuenta de un inédito crecimiento de 18,1%. Marcel subrayó que la recuperación del nivel pre crisis se alcanzó mucho antes de lo que se esperaba, dado que las proyecciones iniciales del instituto emisor apuntaban a que aquello se lograría entre fines de este año y comienzos del próximo. ""Esto está ocurriendo en realidad en mayor de 2021"", resaltó. Noticias relacionadas Presidente celebra Imacec y proyecta que el país crecerá cerca de un 9% este año: ""Chile se está poniendo de pie"" Presidente celebra Imacec y proyecta que el país crecerá cerca de un 9% este año: ""Chile se está poniendo de pie"" Presidente del Banco Central tras histórico Imacec de mayo: ""Hemos recuperado el nivel de actividad previo a la pandemia"" Presidente del Banco Central tras histórico Imacec de mayo: ""Hemos recuperado el nivel de actividad previo a la pandemia"" 79 Así, el optimismo de Marcel por alcanzar el rango de crecimiento estimado por el Banco Central de entre 8,5% y 9,5% este año toma fuerza, considerando que, según dijo, si durante todo lo que resta de 2021 la economía se expandiera cero, ""ya tendríamos para este año un crecimiento de 7,5%""."
7,2021,noticia,negativo,0,.,"El Índice de Percepción de la Economía (IPEC) muestra un avance de la confianza que tienen en la economía, en su registro de junio llegó a los 33,4 puntos, un alza de 3,6 en relación con el mes anterior. Con ello alcanza su mayor valor desde octubre 2019, superando todas las mediciones realizada durante el período de pandemia. Esto, en una escala en que los valores bajo 50 reflejan un predominio de quienes creen que las cosas van a empeorar. Por ello, con esta medición, el valor del Ipec completa 35 meses consecutivos en zona pesimista."
7,2021,noticia,negativo,0,.,"Un grupo de diputados de la Democracia Cristiana (DC) solicitó a la Fiscalía Nacional Económica (FNE) que profundice en los detalles que podrían existir tras el alza de precios de los materiales de la construcción.

Los parlamentarios esperan que con ello se descarte o confirme una eventual colusión por parte de las empresas proveedoras.

A través de una misiva con con doce firmantes, pidieron al fiscal de la FNE, Ricardo Riesco, que se incorpore una investigación -en caso de aún no existir- sobre hechos que podrían significar “una afectación de la libre competencia y/o una colusión en el mercado de materiales de la construcción”.
Lee también...
Aumento de precios de materiales de construcción resiente el bolsillo de empresas y dueños de casa

Conforme a información previa, el estudio de esta situación ya estaría en curso, pero sería de carácter en extremo reservado de momento.

“Es de público conocimiento la actual afectación en la cadena de suministros del sector de la construcción, que ha generado un alza significativa del precio de materiales de obra gruesa, materiales de terminaciones y artefactos, presentando algunos de ellos, inclusive, quiebres de stock impactando directamente en la oferta y demanda”, comentaron en la carta los parlamentarios DC.

Plantearon, además, que en parte la gran demanda por dichos materiales surgió “en virtud del retiro del 10% de los fondos de AFP”, dinero que muchas personas destinaron para mejoras en el hogar.

En la misma línea, por último, subrayaron que una investigación al respecto es importante ya que “la vivienda es el principal patrimonio de las familias chilenas”."
7,2021,noticia,negativo,0,.,"El comercio mundial ya ha repuntado con fuerza y debería seguir creciendo este año, impulsado por la reactivación económica, que está aumentando el coste de las importaciones, en particular del transporte marítimo, según un estudio de Euler Hermes publicado este viernes.

Para el conjunto del año, el comercio internacional debería crecer un 7,7% en volumen y 15,9% en valor, después de haber caído respectivamente 8% y 9,9% el año pasado.

“La reapertura de las economías de Europa y Estados Unidos está provocando un fuerte aumento de las importaciones procedentes de Asia para estas dos regiones”, explica el estudio.

Además del aumento de la demanda, las empresas necesitan reponer sus existencias, que se agotaron en gran medida el año pasado, cuando el comercio quedó prácticamente paralizado por la pandemia.

En consecuencia, el transporte de mercancías, y en particular el marítimo, tiene dificultades para satisfacer las necesidades, lo que provoca una escasez de contenedores y un aumento de los costes de transporte.

Entre el 60% y el 65% de los portacontenedores han sufrido retrasos en las entregas desde principios de año, frente al 20% de antes de la crisis, según la aseguradora de crédito.

Las empresas europeas se ven especialmente afectadas, ya que tenían menos existencias que sus competidores estadounidenses o asiáticos.

Los sectores con una gestión de existencias más estricta, como la automoción y la industria textil, también están bajo una mayor presión.

Euler Hermes prevé que esta situación perdure en 2022, ya que el comercio mundial seguirá creciendo."
7,2021,noticia,negativo,0,.,"El empleo volvió a retroceder en junio según una encuesta de la Universidad Católica, la que constató la pérdida de 200 mil puestos de trabajo en comparación con mayo.

Un análisis de la Cepal, en tanto, instó por mantener las transferencias sociales en 2021, para evitar un aumento de la pobreza.

Con datos en tiempo real, la encuesta de empleo del Centro de Estudios Longitudinales UC dio cuenta de nuevas cifras respecto al mercado laboral que son negativas, donde se profundiza el retroceso que también pudo constatar el INE en las últimas cifras entre marzo y mayo.

En la última semana de junio, de acuerdo al sondeo, se perdieron 200 mil puestos de trabajo en comparación con mayo. La tasa de ocupación cayó a 47,8%, 1,4 puntos menos que mayo.

Los empleos perdidos fueron 2,4 millones en julio 2020, y hasta ahora hay 934 mil recuperados, un 39%.

El director del estudio, el economista David Bravo, dice que acá hay derechamente una emergencia laboral, haciendo referencia también a las cifras de pobreza que entregó la encuesta Casen.

En gira por la región del Bío Bío, el ministro del Trabajo, Patricio Melero, llamó a perder el temor sobre la pérdida de beneficios.

En este contexto, la Comisión Económica para América Latina y el Caribe (Cepal), ajustó sus proyecciones de crecimiento para la región, hasta 5,2% este año y un 8% en el caso de Chile.

Sin embargo, se habla de la paradoja de una recuperación desigual. No solo por la diferencia entre países, sino que por un aumento de la desigualdad. La secretaria ejecutiva de la Cepal, Alicia Bárcena, mencionó los principales desafíos.

Solamente Perú crecería más que Chile en 2021, con un 9,5% y el promedio de América del Sur sería un 5,1%. En 2022, en tanto, la economía chilena crecería un 3,2%. "
7,2021,noticia,negativo,0,.,"Una serie de eventos violentos se han desencadenado en el sur del país durante los últimos días, luego de la muerte del miembro de la CAM, Pablo Marchant, en medio de un ataque incendiario ocurrido la semana pasada en la comuna de Carahue -Región de La Araucanía-, lo que también dejó a Ceferino González, un trabajador forestal, gravemente herido de bala. Así, La Araucanía vuelve a estar en el centro del debate por atentados y quema de camiones y maquinarias, una zona que lleva años siendo azotada por la violencia. A ello, se suma que los recientes resultados de la encuesta Casen la volvieron a posicionar como la región más pobre del país (17,4% de su población) , además del golpe de la pandemia de covid-19. Noticias relacionadas Presidente y actos de violencia: ""El Gobierno está actuando con todos los instrumentos que nos da el Estado de Derecho"" Presidente y actos de violencia: ""El Gobierno está actuando con todos los instrumentos que nos da el Estado de Derecho"" Interior se querella por ley de control de armas tras imágenes de velorio y denuncia 64 eventos violentos tras muerte de Marchant Interior se querella por ley de control de armas tras imágenes de velorio y denuncia 64 eventos violentos tras muerte de Marchant En resumen, si la reactivación económica en el país ya es un desafío complejo, lo es el doble en La Araucanía, de hecho los gremios productivos de la zona aseguran que será una misión al menos ""difícil"" o incluso ""imposible"" de mantenerse los niveles de violencia actuales. Por ello, enfatizaron en que lo primer es traer seguridad a la región, urgiendo al Gobierno a fortalecer medidas, sin descartar la idea de un eventual Estado de Sitio. Con todo, el Presidente Sebastián Piñera, afirmó este martes que ""estamos usando todos los instrumentos que nos da la Constitución y la ley y el Estado de Derecho para combatir la violencia"". Mientras que ministro de Hacienda, Rodrigo Cerda, si bien afirmó en entrevista con EmolTV que ""vemos en La Araucanía bastante tensión, veo (también) mucho trabajo por parte del Ministerio del Interior tratando efectivamente de mirar la seguridad y tratar de generar el orden público necesario en esa región"". Sobre cómo enfrentar la situación económica en La Araucanía ante la escalada de violencia, el jefe de la billetera fiscal resaltó que existe un plan económico para la región ""muy potente que se ha ido materializando"", y afirmó que ""hay que ir generando todo un ambiente económico y de seguridad, pero también social, relevante para la zona"". ""Creo que este efectivamente es un tema que hay que mirarlo desde esos tres puntos de vista. Estamos tratando de avanzar ahí, pero efectivamente esto es algo que necesitamos que paulatinamente se vaya asentando y esperamos que así sea en la medida de que estas medidas vayan logrando meterse más en la zona"", sostuvo, Violencia deriva en un menor crecimiento Para Patricio Santibáñez, presidente de la Multigremial de La Araucanía, ""obviamente que el conflicto afecta muy fuerte a la actividad económica y a la inversión en la región"", añadiendo que ""es obvio que los inversionistas rehúyen del conflicto, de la violencia, y eso define un menor crecimiento"". Noticia relacionada Casen: La Araucanía se mantiene como la región con mayor pobreza y Tarapacá es la más golpeada por la pandemia Casen: La Araucanía se mantiene como la región con mayor pobreza y Tarapacá es la más golpeada por la pandemia De todas formas, afirmó a Emol, ""creo que es posible reactivar la economía (en La Araucanía), pero es mucho más difícil manteniendo estos niveles de conflicto, pero a pesar de ello, la región ha crecido (...). Reducir el conflicto elevaría las posibilidades de reactivación y crecimiento"". Por ello, recalcó la necesidad de que el Estado ""cumpla su labor más básica, que es la seguridad y justicia. Eso, lamentablemente, desde hace muchos años que no se cumple"", agregando que debe haber ""un compromiso de los poderes del Estado para hacer un cambio significativo. La impunidad (en la región) es altísima, y ese es uno de los motivos del crecimiento del conflicto"". ""creo que es posible reactivar la economía (en La Araucanía), pero es mucho más difícil manteniendo estos niveles de conflicto, pero a pesar de ello, la región ha crecido (...). Reducir el conflicto elevaría las posibilidades de reactivación y crecimiento"". Patricio Santibáñez Sobre la implementación de un eventual Estado de Sitio en la región, Santibáñez comentó que ""en un principio, no soy tan partidario. No sé si deba haber una medida tan genera como el Estado de Sitio, pero sí creo que es adecuada la participación de los militares. (Pero) más me gustaría una policía equipada, con harta tecnología y súper efectiva que en episodios sucesivos desarticule estos grupos. Hay que hacer un trabajo de inteligencia y una gestión policial y judicial más efectiva"". Es ""imposible"" una reactivación con violencia Por su parte, Gustavo Valenzuela, presidente de la Cámara de Comercio, Servicios y Turismo de Temuco, recalcó a Emol que ""todos estos atentados que están ocurriendo sin duda que afectan brutalmente al tema económico. La gente que llega a Temuco a trabajar llega con temor. Tenemos una ruralidad tremenda, llegan 60 mil personas a trabajar diariamente a Temuco, desplazándose de muchos lugares rurales, caminos que hoy día están siendo violentados, atacados con balas, disparos en los vehículos, quema de camiones"". Incluso aseguró que podrían surgir problemas de abastecimiento en la región, recordando el episodio ocurrido ayer en el que varios camiones de combustible decidieron no entrar a la Macrozona Sur ante el temor de ser víctimas de algún ataque, generando dudas en torno al abastecimiento de combustible, lo que provocó, de paso, extensas filas en diversas estaciones de servicio de La Araucanía. Finalmente, los camiones retomaron su ruta esta mañana, normalizando la distribución. ""No vamos a reactivar una región habiendo terrorismo, habiendo inseguridad. ¿Qué empresario va a venir a invertir aquí a la zona? Ninguno. Por eso no hay inversión en esta región"". Gustavo Valenzuela Valenzuela manifestó que ""nos sentimos desamparados por parte de la autoridad. El Gobierno no hace caso a los llamados que hemos hecho de forma reiterada. En todos lados le dicen y le envían mensajes al Gobierno para que ponga ojo aquí en La Araucanía, porque estamos en un polvorín, en cualquier momento estalla. La gente se va a empezar a defender. Es muy complejo. Nosotros hace rato que perdimos las esperanzas. Aquí no se va a hacer nada por La Araucanía, no se hizo nada en estos últimos cuatro años, y en los últimos 20 años se ha hecho muy poco"". ""Es lamentable lo que ocurre en la región, por eso las estadísticas no nos acompañan en ningún sentido: mala conectividad, maña educación, pobreza donde usted quiera. Así no se va a avanzar nunca. Imagínate que ahora para las vacaciones de invierno venía algo de turismo para que el sector tenga algo de retornos, con esto muchos devolvieron sus reservas y no van a venir a la región y pasar las vacaciones en La Araucanía que está en llamas nuevamente"", dijo. Por lo mismo, expuso que es ""imposible"" reactivar la economía de la región de mantenerse la violencia. ""No vamos a reactivar una región habiendo terrorismo, habiendo inseguridad. ¿Qué empresario va a venir a invertir aquí a la zona? Ninguno. Por eso no hay inversión en esta región"". Así, acotó que ""apoyo lo que se tenga que hacer"" en referencia a un posible Estado de Sitio. ""El Estado y el Gobierno tienen las herramientas para hacerlo, pero traigan paz a esta región. Todo lo que se ha intentado hasta hoy ha fracasado""."
